Distance (m),Elevation (m)
0,108.3235168457031
15.172699522080787,108.1706085205078
30.345399044161574,107.9471435546875
45.51809856624236,107.8365631103516
60.69079808832315,107.8658142089844
75.86349761040394,107.8618774414062
91.03619713248472,107.8482131958008
106.2088966545655,107.7850341796875
121.3815961766463,107.7825241088867
136.5542956987271,107.7414932250977
151.72699522080788,107.714469909668
166.89969474288867,107.6804046630859
182.07239426496943,107.6470413208008
197.24509378705022,107.5564422607422
212.417793309131,107.1147232055664
227.5904928312118,107.0778656005859
242.7631923532926,106.9601669311523
257.9358918753734,106.8206787109375
273.1085913974542,106.0281219482422
288.28129091953497,105.3254623413086
303.45399044161576,105.0246353149414
318.62668996369655,104.015251159668
333.79938948577734,103.2369613647461
348.97208900785813,102.2794342041016
364.14478852993886,101.1798629760742
379.31748805201966,101.0059204101562
394.49018757410045,100.5121765136719
409.66288709618124,99.70135498046875
424.835586618262,99.03070068359375
440.0082861403428,98.2844009399414
455.1809856624236,97.57929229736328
470.3536851845044,96.93218994140625
485.5263847065852,96.2534408569336
500.699084228666,95.63589477539062
515.8717837507468,95.08577728271484
531.0444832728275,94.43345642089844
546.2171827949084,93.9536361694336
561.3898823169891,93.51488494873047
576.5625818390699,93.0791244506836
591.7352813611507,92.42571258544922
606.9079808832315,91.71540069580078
622.0806804053123,91.23335266113281
637.2533799273931,90.60530853271484
652.4260794494738,89.97261810302734
667.5987789715547,89.32593536376953
682.7714784936354,88.9608383178711
697.9441780157163,88.59961700439453
713.116877537797,88.15070343017578
728.2895770598777,88.34977722167969
743.4622765819586,88.51000213623047
758.6349761040393,88.51000213623047
773.8076756261202,88.50999450683594
788.9803751482009,88.57598114013672
804.1530746702817,89.38231658935547
819.3257741923625,89.18873596191406
834.4984737144433,89.08967590332031
849.671173236524,89.58028411865234
864.8438727586049,89.74531555175781
880.0165722806856,89.49085998535156
895.1892718027665,89.0760498046875
910.3619713248472,89.34063720703125
925.5346708469281,89.58116912841797
940.7073703690088,89.70213317871094
955.8800698910896,89.94515228271484
971.0527694131704,90.07090759277344
986.2254689352511,90.14064025878906
1001.398168457332,90.15259552001953
1016.5708679794127,89.73915100097656
1031.7435675014935,89.14527893066406
1046.9162670235744,88.95381164550781
1062.088966545655,88.40543365478516
1077.2616660677359,88.32816314697266
1092.4343655898167,88.09628295898438
1107.6070651118976,87.78270721435547
1122.7797646339782,87.59487915039062
1137.952464156059,87.55204772949219
1153.1251636781399,87.4862060546875
1168.2978632002207,87.27841186523438
1183.4705627223013,87.17676544189453
1198.6432622443822,87.14740753173828
1213.815961766463,86.8522720336914
1228.9886612885437,86.65663146972656
1244.1613608106245,86.59909057617188
1259.3340603327053,86.64364624023438
1274.5067598547862,86.3575668334961
1289.6794593768668,85.89450073242188
1304.8521588989477,85.93745422363281
1320.0248584210285,86.05842590332031
1335.1975579431094,85.92853546142578
1350.37025746519,85.63167572021484
1365.5429569872708,85.3895492553711
1380.7156565093517,85.24493408203125
1395.8883560314325,85.28673553466797
1411.0610555535131,85.43785095214844
1426.233755075594,85.58403778076172
1441.4064545976748,85.633056640625
1456.5791541197555,85.2815933227539
1471.7518536418363,84.92179870605469
1486.9245531639172,84.69513702392578
1502.097252685998,84.50942993164062
1517.2699522080786,84.39262390136719
1532.4426517301595,84.38716125488281
1547.6153512522403,84.36602020263672
1562.7880507743212,84.23412322998047
1577.9607502964018,84.2862548828125
1593.1334498184826,84.38992309570312
1608.3061493405635,84.49104309082031
1623.4788488626443,84.39478302001953
1638.651548384725,84.40996551513672
1653.8242479068058,84.54386138916016
1668.9969474288866,84.41596984863281
1684.1696469509675,84.26806640625
1699.342346473048,84.09413146972656
1714.515045995129,84.05494689941406
1729.6877455172098,84.07479858398438
1744.8604450392904,84.06391143798828
1760.0331445613713,84.03702545166016
1775.2058440834521,84.05867767333984
1790.378543605533,83.94355010986328
1805.5512431276136,83.91349792480469
1820.7239426496944,83.96295928955078
1835.8966421717753,83.95236206054688
1851.0693416938561,83.888916015625
1866.2420412159368,83.90621948242188
1881.4147407380176,83.84949493408203
1896.5874402600984,83.87191772460938
1911.7601397821793,83.69722747802734
1926.93283930426,83.85086059570312
1942.1055388263408,83.93592834472656
1957.2782383484216,84.06868743896484
1972.4509378705022,84.09455871582031
1987.623637392583,84.21658325195312
2002.796336914664,84.24842834472656
2017.9690364367448,84.26392364501953
2033.1417359588254,84.27706909179688
2048.3144354809065,84.28337097167969
2063.487135002987,84.44294738769531
2078.6598345250677,84.67086029052734
2093.832534047149,84.89060974121094
2109.0052335692294,85.03883361816406
2124.17793309131,85.01689910888672
2139.350632613391,84.97508239746094
2154.5233321354717,84.6716079711914
2169.696031657553,84.84851837158203
2184.8687311796334,84.98355865478516
2200.041430701714,85.00254821777344
2215.214130223795,85.0526123046875
2230.3868297458757,85.01764678955078
2245.5595292679563,85.00494384765625
2260.7322287900374,85.0499267578125
2275.904928312118,85.22257232666016
2291.0776278341987,85.32315063476562
2306.2503273562797,85.33975982666016
2321.4230268783604,85.34455108642578
2336.5957264004414,85.46192932128906
2351.768425922522,85.51897430419922
2366.9411254446027,85.6628646850586
2382.1138249666838,85.66508483886719
2397.2865244887644,85.53270721435547
2412.459224010845,84.43707275390625
2427.631923532926,82.99290466308594
2442.8046230550067,85.4676284790039
2457.9773225770873,85.61164093017578
2473.1500220991684,85.63286590576172
2488.322721621249,85.58138275146484
2503.49542114333,85.5906982421875
2518.6681206654107,85.66183471679688
2533.8408201874913,85.79275512695312
2549.0135197095724,85.88441467285156
2564.186219231653,85.84848022460938
