Distance (m),Elevation (m)
0,21.57026863098145
8.472640510963354,21.58333778381348
16.945281021926707,21.44778442382812
25.417921532890063,21.31223106384277
33.890562043853414,21.17667770385742
42.363202554816766,21.0411262512207
50.835843065780125,20.90557289123535
59.30848357674348,20.77001953125
67.78112408770683,20.63446807861328
76.25376459867019,20.48221588134766
84.72640510963353,20.29053115844727
93.19904562059689,20.09884643554688
101.67168613156025,19.88942527770996
110.1443266425236,19.67960357666016
118.61696715348695,19.46978187561035
127.0896076644503,19.25996017456055
135.56224817541366,19.05013847351074
144.034888686377,19
152.50752919734038,19
160.98016970830372,19
169.45281021926706,19
177.92545073023044,19
186.39809124119378,19.06415557861328
194.87073175215713,19.32530784606934
203.3433722631205,19.56893920898438
211.81601277408384,19.79498291015625
220.2886532850472,20.00343894958496
228.76129379601053,20.19430923461914
237.2339343069739,20.39316749572754
245.70657481793725,20.61467361450195
254.1792153289006,20.836181640625
262.65185583986397,21.05768775939941
271.1244963508273,21.27919578552246
279.59713686179066,21.50070190429688
288.069777372754,21.62184906005859
296.54241788371735,21.67367362976074
305.01505839468075,21.72549819946289
313.4876989056441,21.77732467651367
321.96033941660744,21.82914924621582
330.4329799275708,21.88097381591797
338.90562043853413,21.82231521606445
347.3782609494975,21.70093154907227
355.8509014604609,21.48598098754883
364.3235419714242,21.2513542175293
372.79618248238756,21.03431701660156
381.2688229933509,20.83486557006836
389.74146350431425,20.61972427368164
398.2141040152776,20.39822006225586
406.686744526241,20.17671585083008
415.15938503720434,19.9552116394043
423.6320255481677,19.73370742797852
432.10466605913103,19.51220321655273
440.5773065700944,19.20494842529297
449.0499470810577,18.87251663208008
457.52258759202107,18.52249717712402
465.99522810298447,18.1548900604248
474.4678686139478,17.76969528198242
482.94050912491116,17.37173271179199
491.4131496358745,17.24543952941895
499.88579014683785,17.32722854614258
508.3584306578012,17.41386413574219
516.8310711687645,17.47927284240723
525.3037116797279,17.5234546661377
533.7763521906912,17.54640960693359
542.2489927016546,17.56634330749512
550.721633212618,17.64069175720215
559.1942737235813,17.71504211425781
567.6669142345447,17.78939056396484
576.139554745508,17.86109733581543
584.6121952564714,17.90747833251953
593.0848357674347,17.95386123657227
601.5574762783981,18.00048446655273
610.0301167893615,18.2114086151123
618.5027573003248,18.45649528503418
626.9753978112882,18.68541526794434
635.4480383222515,18.89816856384277
643.9206788332149,19.09475517272949
652.3933193441783,19.27517318725586
660.8659598551416,19.49454116821289
669.338600366105,19.59341430664062
677.8112408770683,19.64785385131836
686.2838813880317,19.70229148864746
694.756521898995,19.75672912597656
703.2291624099583,19.8391170501709
711.7018029209218,19.94722175598145
720.174443431885,20.05851173400879
728.6470839428484,20.16563034057617
737.1197244538117,20.25105857849121
745.5923649647751,20.30880546569824
754.0650054757384,20.36655235290527
762.5376459867018,20.4242992401123
771.0102864976652,20.48204612731934
779.4829270086285,20.47915077209473
787.9555675195919,20.43245697021484
796.4282080305552,20.36683082580566
804.9008485415186,20.40961837768555
813.373489052482,20.54108238220215
821.8461295634453,20.69060325622559
830.3187700744087,20.83278846740723
838.791410585372,20.92531776428223
847.2640510963354,21.00402641296387
855.7366916072987,21.03567314147949
864.2093321182621,21.08537673950195
872.6819726292255,21.15313529968262
881.1546131401888,21.23895263671875
889.6272536511522,21.34282493591309
898.0998941621154,21.46475410461426
906.5725346730788,21.60474014282227
915.0451751840421,21.75338554382324
923.5178156950055,21.76234817504883
931.9904562059689,21.75325393676758
940.4630967169322,21.67607498168945
948.9357372278956,21.5261402130127
957.4083777388589,21.39426422119141
965.8810182498223,21.28044319152832
974.3536587607856,21.18467903137207
982.826299271749,21.10697174072266
991.2989397827124,21.04732131958008
999.7715802936757,21.00572967529297
1008.2442208046391,20.9205265045166
1016.7168613156024,20.82295608520508
1025.1895018265657,20.72538566589355
1033.662142337529,20.62781715393066
1042.1347828484925,20.53024673461914
1050.6074233594559,20.43267631530762
1059.0800638704193,20.33510589599609
1067.5527043813825,20.2375373840332
1076.0253448923459,20.19326591491699
1084.4979854033093,20.16002464294434
1092.9706259142727,20.12678337097168
1101.443266425236,20.09354209899902
1109.9159069361992,20.06030082702637
1118.3885474471626,20.02706146240234
1126.861187958126,20
1135.3338284690894,20
1143.8064689800528,19.98722839355469
1152.279109491016,19.96201133728027
1160.7517500019794,19.92462921142578
1169.2243905129428,19.87508392333984
1177.6970310239062,19.81337547302246
1186.1696715348694,19.69218254089355
1194.6423120458328,19.52877235412598
1203.1149525567962,19.37752342224121
1211.5875930677596,19.23843955993652
1220.060233578723,19.11151885986328
1228.5328740896862,18.99675941467285
1237.0055146006496,18.8941650390625
1245.478155111613,18.80373191833496
1253.9507956225764,18.72546195983887
1262.4234361335398,18.65935516357422
1270.896076644503,18.60541152954102
1279.3687171554664,18.5012092590332
1287.8413576664298,18.35147476196289
1296.3139981773932,18.20174026489258
1304.7866386883566,18.05200576782227
1313.2592791993197,17.90227127075195
1321.7319197102831,17.75669097900391
1330.2045602212465,17.64223670959473
1338.67720073221,17.51561737060547
1347.1498412431731,17.3768367767334
1355.6224817541365,17.22589492797852
1364.0951222651,17.06278800964355
1372.5677627760633,16.99652862548828
1381.0404032870267,17.0023136138916
1389.51304379799,17.01892852783203
1397.9856843089533,17.02338218688965
1406.4583248199167,17.01567268371582
1414.93096533088,17
1423.4036058418435,17
1431.8762463528067,17
1440.34888686377,17
1448.8215273747335,17
1457.2941678856969,17
1465.7668083966603,16.92105865478516
1474.2394489076235,16.75740242004395
1482.7120894185869,16.59374618530273
1491.1847299295503,16.43008995056152
1499.6573704405137,16.26643371582031
1508.1300109514768,16.1027774810791
1516.6026514624402,16.04550933837891
1525.0752919734036,16.18087768554688
1533.547932484367,16.33523559570312
1542.0205729953304,16.50858306884766
1550.4932135062936,16.7009220123291
1558.965854017257,16.94987678527832
1567.4384945282204,17.19538307189941
1575.9111350391838,17.33905029296875
1584.3837755501472,17.501708984375
1592.8564160611104,17.6833553314209
1601.3290565720738,17.88399314880371
1609.8016970830372,18.10361862182617
1618.2743375940006,18.36702728271484
1626.746978104964,18.78829383850098
1635.2196186159272,19.22855186462402
1643.6922591268906,19.68779945373535
1652.164899637854,20.16603851318359
1660.6375401488174,20.66326522827148
1669.1101806597806,21.17948341369629
1677.582821170744,21.71469116210938
1686.0554616817074,22.26888847351074
1694.5281021926708,22.84207725524902
1703.0007427036342,23.45006370544434
1711.4733832145973,24.11301040649414
1719.9460237255607,24.81393623352051
1728.4186642365241,25.55284118652344
1736.8913047474875,25.70225715637207
1745.363945258451,25.76922988891602
1753.8365857694141,25.79372978210449
1762.3092262803775,25.7757568359375
1770.781866791341,25.7153148651123
1779.2545073023043,25.61240196228027
1787.7271478132675,25.46701622009277
1796.199788324231,25.27915954589844
1804.6724288351943,25.14592170715332
1813.1450693461577,25.01572418212891
1821.617709857121,24.87370109558105
1830.0903503680843,24.73303985595703
1838.5629908790477,24.54990768432617
1847.035631390011,24.32430458068848
1855.5082719009745,24.05623054504395
1863.9809124119379,23.89917182922363
